prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country,latitude,longitude,prize_age
1963,Physics,The Nobel Prize in Physics 1963,"""for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles""",1月2日,78,Individual,Eugene Paul Wigner,1902/11/17,Budapest,Austria-Hungary (Hungary),Male,Princeton University,"Princeton, NJ",United States of America,1995/1/1,"Princeton, NJ",United States of America,47.4925,19.0514,61
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",1月4日,79,Individual,Maria Goeppert Mayer,1906/6/28,Kattowitz (Katowice),Germany (Poland),Female,University of California,"San Diego, CA",United States of America,1972/2/20,"San Diego, CA",United States of America,50.2667,19.0167,57
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",1月4日,80,Individual,J. Hans D. Jensen,1907/6/25,Hamburg,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany,1973/2/11,Heidelberg,West Germany (Germany),53.55,10,56
1964,Chemistry,The Nobel Prize in Chemistry 1964,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",1月1日,230,Individual,Dorothy Crowfoot Hodgkin,1910/5/12,Cairo,Egypt,Female,"University of Oxford, Royal Society",Oxford,United Kingdom,1994/7/29,Shipston-on-Stour,United Kingdom,30.0444,31.2358,54
1964,Literature,The Nobel Prize in Literature 1964,"""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",1月1日,637,Individual,Jean-Paul Sartre,1905/6/21,Paris,France,Male,NA,NA,NA,1980/4/15,Paris,France,48.8567,2.3522,59
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",1月2日,378,Individual,Konrad Bloch,1912/1/21,Neisse (Nysa),Germany (Poland),Male,Harvard University,"Cambridge, MA",United States of America,2000/10/15,"Burlington, MA",United States of America,50.4714,17.3339,52
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",1月2日,379,Individual,Feodor Lynen,1911/4/6,Munich,Germany,Male,Max-Planck-Institut für Zellchemie,Munich,Federal Republic of Germany,1979/8/6,Munich,Germany,48.1375,11.575,53
1964,Peace,The Nobel Peace Prize 1964,NA,1月1日,524,Individual,Martin Luther King Jr.,1929/1/15,"Atlanta, GA",United States,Male,NA,NA,NA,1968/4/4,"Memphis, TN",United States of America,33.7628,-84.422,35
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1月2日,81,Individual,Charles Hard Townes,1915/7/28,"Greenville, SC",United States,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,2015/1/27,"Berkeley, CA",United States of America,34.8354,-82.3646,49
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1月4日,82,Individual,Nicolay Gennadiyevich Basov,1922/12/14,Usman,Union of Soviet Socialist Republics (Russia),Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics,2001/7/1,Moscow,Russia,52.05,39.7333,42
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1月4日,83,Individual,Aleksandr Mikhailovich Prokhorov,1916/7/11,Atherton,Australia,Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics,2002/1/8,Moscow,Russia,-17.2658,145.478,48
1965,Chemistry,The Nobel Prize in Chemistry 1965,"""for his outstanding achievements in the art of organic synthesis""",1月1日,231,Individual,Robert Burns Woodward,1917/4/10,"Boston, MA",United States,Male,Harvard University,"Cambridge, MA",United States of America,1979/7/8,"Cambridge, MA",United States of America,42.3188,-71.0852,48
1965,Literature,The Nobel Prize in Literature 1965,"""for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people""",1月1日,638,Individual,Mikhail Aleksandrovich Sholokhov,1905/5/24,Veshenskaya,Russia,Male,NA,NA,NA,1984/2/21,Veshenskaya,Union of Soviet Socialist Republics,49.6336,41.7297,60
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1月3日,380,Individual,François Jacob,1920/6/17,Nancy,France,Male,Institut Pasteur,Paris,France,2013/4/19,Paris,France,48.6936,6.1846,45
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1月3日,381,Individual,André Lwoff,1902/5/8,Ainay-le-Château,France,Male,Institut Pasteur,Paris,France,1994/9/30,Paris,France,46.6167,2.7333,63
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1月3日,382,Individual,Jacques Monod,1910/2/9,Paris,France,Male,Institut Pasteur,Paris,France,1976/5/31,Cannes,France,48.8567,2.3522,55
1965,Peace,The Nobel Peace Prize 1965,NA,1月1日,525,Organization,United Nations Children's Fund (UNICEF),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",1月3日,84,Individual,Sin-Itiro Tomonaga,1906/3/31,Kyoto,Japan,Male,Tokyo University of Education,Tokyo,Japan,1979/7/8,Tokyo,Japan,35.02107,135.7538452,59
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",1月3日,85,Individual,Julian Schwinger,1918/2/12,"New York, NY",United States,Male,Harvard University,"Cambridge, MA",United States of America,1994/7/16,"Los Angeles, CA",United States of America,40.6943,-73.9249,47
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",1月3日,86,Individual,Richard P. Feynman,1918/5/11,"New York, NY",United States,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1988/2/15,"Los Angeles, CA",United States of America,40.6943,-73.9249,47
1966,Chemistry,The Nobel Prize in Chemistry 1966,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",1月1日,232,Individual,Robert S. Mulliken,1896-06-07,"Newburyport, MA",United States,Male,University of Chicago,"Chicago, IL",United States of America,1986/10/31,"Arlington, VA",United States of America,42.8124,-70.8878,70
1966,Literature,The Nobel Prize in Literature 1966,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",1月2日,639,Individual,Shmuel Yosef Agnon,1888-07-17,Buczacz (Buchach),Austria-Hungary (Ukraine),Male,NA,NA,NA,1970/2/17,Rehovot,Israel,49.0647,25.3872,78
1966,Literature,The Nobel Prize in Literature 1966,"""for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength""",1月2日,640,Individual,Nelly Sachs,1891-12-10,Berlin,Germany,Female,NA,NA,NA,1970/5/12,Stockholm,Sweden,52.52,13.405,75
1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,"""for his discovery of tumour-inducing viruses""",1月2日,383,Individual,Peyton Rous,1879-10-05,"Baltimore, MD",United States,Male,Rockefeller University,"New York, NY",United States of America,1972/2/16,"New York, NY",United States of America,39.3051,-76.6144,87
1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,"""for his discoveries concerning hormonal treatment of prostatic cancer""",1月2日,384,Individual,Charles Brenton Huggins,1901/9/22,Halifax,Canada,Male,"University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL",United States of America,1997/1/12,"Chicago, IL",United States of America,44.6475,-63.5906,65
1966,Physics,The Nobel Prize in Physics 1966,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",1月1日,87,Individual,Alfred Kastler,1902/5/3,Guebwiller,Germany (France),Male,École Normale Supérieure,Paris,France,1984/1/7,Bandol,France,47.9075,7.2103,64
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",1月2日,233,Individual,Manfred Eigen,1927/5/9,Bochum,Germany,Male,Max-Planck-Institut für Physikalische Chemie,Göttingen,Federal Republic of Germany,NA,NA,NA,51.4819,7.2158,40
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",1月4日,234,Individual,Ronald George Wreyford Norrish,1897-11-09,Cambridge,United Kingdom,Male,Institute of Physical Chemistry,Cambridge,United Kingdom,1978/6/7,Cambridge,United Kingdom,52.2053,0.1192,70
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",1月4日,235,Individual,George Porter,1920/12/6,Stainforth,United Kingdom,Male,Royal Institution of Great Britain,London,United Kingdom,2002/8/31,Canterbury,United Kingdom,53.5988,-1.0266,47
1967,Literature,The Nobel Prize in Literature 1967,"""for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America""",1月1日,641,Individual,Miguel Angel Asturias,1899-10-19,Guatemala City,Guatemala,Male,NA,NA,NA,1974/6/9,Madrid,Spain,14.6099,-90.5252,68
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",1月3日,385,Individual,Ragnar Granit,1900/10/30,Helsinki,Russian Empire (Finland),Male,Karolinska Institutet,Stockholm,Sweden,1991/3/12,Stockholm,Sweden,60.1708,24.9375,67
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",1月3日,386,Individual,Haldan Keffer Hartline,1903/12/22,"Bloomsburg, PA",United States,Male,Rockefeller University,"New York, NY",United States of America,1983/3/17,"Fallston, MD",United States of America,41.0027,-76.4561,64
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",1月3日,387,Individual,George Wald,1906/11/18,"New York, NY",United States,Male,Harvard University,"Cambridge, MA",United States of America,1997/4/12,"Cambridge, MA",United States of America,40.6943,-73.9249,61
1967,Physics,The Nobel Prize in Physics 1967,"""for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars""",1月1日,88,Individual,Hans Albrecht Bethe,1906/7/2,Strassburg (Strasbourg),Germany (France),Male,Cornell University,"Ithaca, NY",United States of America,2005/3/6,"Ithaca, NY",United States of America,48.5833,7.7458,61
1968,Chemistry,The Nobel Prize in Chemistry 1968,"""for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes""",1月1日,236,Individual,Lars Onsager,1903/11/27,Kristiania (Oslo),Norway,Male,Yale University,"New Haven, CT",United States of America,1976/10/5,"Coral Gables, FL",United States of America,59.9133,10.7389,65
1968,Literature,The Nobel Prize in Literature 1968,"""for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind""",1月1日,642,Individual,Yasunari Kawabata,1899-06-11,Osaka,Japan,Male,NA,NA,NA,1972/4/16,Zushi,Japan,34.6937398,135.502182,69
1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,"""for their interpretation of the genetic code and its function in protein synthesis""",1月3日,388,Individual,Robert W. Holley,1922/1/28,"Urbana, IL",United States,Male,Cornell University,"Ithaca, NY",United States of America,1993/2/11,"Los Gatos, CA",United States of America,40.1107,-88.1973,46
1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,"""for their interpretation of the genetic code and its function in protein synthesis""",1月3日,389,Individual,Har Gobind Khorana,1922/1/9,Raipur,India,Male,University of Wisconsin,"Madison, WI",United States of America,2011/11/9,"Concord, MA",United States of America,21.25,81.63,46
1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,"""for their interpretation of the genetic code and its function in protein synthesis""",1月3日,390,Individual,Marshall W. Nirenberg,1927/4/10,"New York, NY",United States,Male,National Institutes of Health,"Bethesda, MD",United States of America,2010/1/15,"New York, NY",United States of America,40.6943,-73.9249,41
1968,Peace,The Nobel Peace Prize 1968,NA,1月1日,526,Individual,René Cassin,1887-10-05,Bayonne,France,Male,NA,NA,NA,1976/2/20,Paris,France,43.49,-1.48,81
1968,Physics,The Nobel Prize in Physics 1968,"""for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",1月1日,89,Individual,Luis Walter Alvarez,1911/6/13,"San Francisco, CA",United States,Male,University of California,"Berkeley, CA",United States of America,1988/9/1,"Berkeley, CA",United States of America,37.7558,-122.4449,57
1969,Chemistry,The Nobel Prize in Chemistry 1969,"""for their contributions to the development of the concept of conformation and its application in chemistry""",1月2日,237,Individual,Derek H. R. Barton,1918/9/8,Gravesend,United Kingdom,Male,Imperial College,London,United Kingdom,1998/3/16,"College Station, TX",United States of America,51.4415,0.3685,51
